Full Name,Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),Pace Total,Shooting Total,Dribbling Total
Andrea Barberis,73,74,2900000,28,177,72,74,49,68
Yanick Brecher,73,75,2500000,29,196,88,72,73,75
Ismaël Traoré,73,73,800000,35,184,87,35,45,49
Joaquín Larrivey,73,73,1000000,37,186,82,50,75,61
Jonathan Menéndez,73,73,3100000,28,164,63,87,68,74
Jhon Lucumí,73,81,6500000,24,187,82,70,28,63
Juan Soriano Oropesa,73,79,3900000,24,185,78,76,67,77
Stijn Spierings,73,76,3600000,26,188,83,49,60,71
Ramiro Carrera,73,73,3000000,28,182,77,79,69,71
Lukas Görtler,73,73,3000000,28,186,80,67,63,69
Leonardo Cesar Jardim,73,77,3200000,27,188,82,74,70,75
Juan Carlos Pérez López,73,73,2100000,32,179,68,74,62,73
Ron-Robert Zieler,73,73,1000000,33,188,81,70,69,74
Kevin Velasco,73,76,4000000,25,169,70,82,64,76
Mostafa Fathi,73,73,3100000,28,174,64,81,69,78
Giorgi Kvilitaia,73,73,3100000,28,193,80,64,73,70
Nuno Caio Lisareda Abravanel,73,73,3600000,22,190,88,78,74,73
Simon Zoller,73,73,2600000,31,179,73,71,74,73
Miguel Ángel Torrén,73,73,1500000,33,176,71,69,49,59
Rodrigo Rey,73,73,1600000,31,188,78,73,71,74
Nathaniel Phillips,73,76,3600000,25,190,84,52,30,51
Jean-Victor Makengo,73,79,4800000,24,177,75,66,66,73
Pantelis Hatzidiakos,73,75,3400000,25,180,68,74,52,68
Tom Cleverley,73,73,2400000,32,175,67,56,68,73
Pedro De la Vega,73,83,7000000,21,177,71,82,70,75
Matías de los Santos,73,74,2800000,29,187,83,55,55,62
Matt Ritchie,73,73,2400000,32,172,76,60,72,75
Luis David Couprins Acuna,73,73,3200000,22,177,72,71,65,62
Douglas Augusto Soares Gomes,73,76,4000000,25,174,68,73,69,73
Aiham Ousou,73,78,4200000,22,186,78,70,31,67
Kevin Bonifazi,73,75,3300000,26,187,85,52,35,56
Enrique Gallego Puigsech,73,73,1300000,35,190,79,54,76,67
Cristian Tarragona,73,73,2600000,31,177,74,82,72,70
Ben Davies,73,76,3500000,26,185,74,66,39,63
Kamil Grabara,73,79,3900000,23,195,85,75,72,74
Frederico Peter Cabral Bardini,73,73,2000000,30,188,83,73,77,66
Oliver Norwood,73,73,2100000,31,175,69,48,66,67
Cédric Hountondji,73,74,2900000,28,195,81,45,33,56
Dago Filipe Esteiro Cortejo,73,73,3400000,26,178,75,64,76,67
Davit Khocholava,73,74,2800000,29,192,92,55,50,61
Jamie Leweling,73,82,7000000,21,184,86,82,71,77
Bart Schenkeveld,73,73,2500000,30,185,83,73,40,66
Jonatan Gómez,73,73,2400000,32,171,71,72,68,76
Tanguy Nianzou,73,85,7000000,20,191,85,62,37,64
Kenneth Taylor,73,85,7500000,20,182,70,76,69,74
Jack Butland,73,73,2100000,29,196,95,73,68,75
Kristoffer Olsson,73,74,3500000,27,178,70,68,61,74
Júlio Carolino Tavares,73,73,1900000,33,188,86,58,74,68
Denys Boyko,73,73,525000,34,197,85,75,69,70
Niko Gießelmann,73,73,2600000,30,182,75,66,60,68
José Antonio Ferrández Pomares,73,73,2400000,32,175,68,83,68,74
Hyeon Woo Jo,73,73,2000000,30,189,75,73,70,78
Ayoub El Kaabi,73,73,3000000,29,182,76,74,73,71
Marcus Ingvartsen,73,74,3600000,26,186,80,64,77,74
Nicolás Domingo,73,73,600000,37,174,70,41,59,67
Ezequiel Piovi,73,73,2600000,29,168,68,76,64,71
Gary Medel,73,73,1000000,34,171,76,56,50,68
Aleix Vidal Parreu,73,73,2100000,32,177,70,79,66,75
Fernando De Paul,73,73,1600000,31,183,83,74,66,75
M'Bala Nzola,73,76,4099999,25,185,82,85,70,68
Kang In Lee,73,81,7000000,21,173,68,70,71,76
Stoppila Sunzu,73,73,1500000,33,192,80,39,41,50
Christian Gytkjær,73,73,2500000,32,185,77,71,74,69
Srdan Babic,73,78,4000000,26,195,86,54,40,52
André Castro Pereira,73,73,1400000,34,181,78,67,70,73
Roberto Soldado Rillo,73,73,1000000,37,180,74,48,76,72
Jorge Pulido Mayoral,73,73,2100000,31,186,72,43,41,51
Erik Nascimento de Lima,73,73,3200000,27,170,70,86,71,75
Osvaldo Murilo Lodeiro Ferreira,73,73,3100000,22,185,81,73,49,54
Gautier Larsonneur,73,76,3100000,25,181,70,72,71,74
Luciano Aued,73,73,1200000,35,178,69,52,65,71
Emre Mor,73,76,4200000,24,169,60,87,65,83
Antonio Latorre Grueso,73,78,4300000,24,171,64,75,56,71
Nathaniel Chalobah,73,75,3300000,27,187,80,55,61,72
Jean-Kévin Duverne,73,77,4099999,24,184,71,63,38,70
Andrea Bertolacci,73,73,2500000,31,179,72,63,69,75
Iñigo Eguaras Álvarez,73,73,2500000,30,181,77,53,56,65
Francesco Bardi,73,73,2000000,30,188,80,75,71,76
Vincent Manceau,73,73,2000000,32,176,70,42,47,71
Yerson Candelo,73,73,2900000,30,172,67,82,67,76
Rodrigo Zalazar,73,80,6000000,22,178,78,75,67,77
Lewis O'Brien,73,80,6000000,23,173,63,69,62,75
Marco Mancosu,73,73,1900000,33,180,77,59,69,73
Felipe de Sousa Silva,73,73,3000000,29,193,90,76,72,67
Manuel Castro,73,74,3600000,26,171,73,77,67,72
Tobias Kempe,73,73,1900000,33,184,77,65,73,74
Leandro González Pirez,73,73,2500000,30,185,89,70,48,67
Ander Cantero Armendariz,73,76,3000000,27,189,82,72,74,73
Robert Glatzel,73,73,3100000,28,193,85,62,73,65
Javier Sánchez de Felipe,73,80,5500000,25,189,79,66,53,58
Tiago Rafael Maia Silva,73,73,3000000,29,172,69,70,71,73
Aaron Molinas,73,81,7000000,21,175,67,72,57,76
Marius Müller,73,75,2600000,28,192,92,72,69,74
Sergio Guardiola Navarro,73,73,2600000,31,184,78,73,73,74
Atakan Karazor,73,74,3200000,25,191,76,51,36,63
Vitorino Pacheco Antunes,73,73,925000,35,175,72,69,69,74
Matteo Cancellieri,73,86,7000000,19,180,79,83,69,77
Leandro Díaz,73,73,3000000,30,180,85,69,74,68
Chris Willock,73,78,4600000,24,178,67,83,68,76
John Fleck,73,73,2900000,30,170,72,65,69,74
Adam Ounas,73,76,4000000,25,172,65,83,66,79
Marlon Rodrigues Xavier,73,77,3900000,25,173,68,79,60,72
Denys Garmash,73,73,2400000,32,186,72,67,74,70
Sebastián Moyano,73,73,1600000,31,188,78,73,69,74
Junling Yan,73,73,1600000,31,191,83,72,70,74
Radim Rezník,73,73,1600000,33,183,79,73,60,67
Fabián Noguera,73,74,2800000,29,193,95,40,38,50
Alvin Severino Sousa Diniz,73,73,3300000,26,183,79,69,69,73
Lloyd Kelly,73,80,5500000,23,190,76,72,40,68
Carlos Augusto Zopolato Neves,73,80,6000000,23,184,75,67,50,70
Mauro Zárate,73,73,1300000,35,175,77,72,75,79
Ryan Thomas,73,73,0,27,174,64,71,65,76
Jorman Campuzano,73,75,3400000,26,175,69,72,40,65
Mark Travers,73,80,5000000,23,191,82,73,69,76
Saad Bguir,73,73,3100000,28,175,66,69,70,75
Denis Vavro,73,76,3500000,26,189,81,64,56,60
Fabrício Sandro Arnoia Sepa,73,73,2900000,30,175,73,80,65,73
Amir Hadiahmetovic,73,76,3600000,25,179,71,69,60,72
Stanislav Iljutcenko,73,73,2600000,31,187,82,73,75,65
Pablo Solari,73,84,7000000,21,181,77,85,72,74
Vágner Joshua Corraldo Santoso,73,73,3300000,22,175,70,72,59,69
Kristoffer Zachariassen,73,73,2700000,28,180,74,77,69,71
Reo Hatate,73,80,6000000,24,171,70,70,65,72
Mitchell Weiser,73,73,2800000,28,177,73,71,62,77
Edwin Cardona,73,73,3000000,29,183,92,47,75,73
Fabian Holland,73,73,2200000,31,172,74,68,47,71
Emmanuel Gyasi,73,73,3100000,28,181,70,77,62,74
Francesc Fàbregas i Soler,73,73,1200000,35,179,76,35,65,74
André Luís Gomes Simões,73,73,2000000,32,177,76,72,67,69
Carlos Clerc Martínez,73,73,2600000,30,182,69,84,58,72
Andrés Ibargüen,73,73,2900000,30,168,69,91,65,76
Filip Krovinovic,73,74,3600000,26,177,70,67,67,75
Casper Højer,73,74,3200000,27,184,75,76,70,70
Jorge Renato Praceira Diniz,73,73,2500000,30,180,74,66,40,61
Damir Kreilach,73,73,1900000,33,186,78,44,74,72
Timothy Fosu-Mensah,73,79,4500000,24,190,86,67,60,66
Pedro Filipe Rodrigues,73,76,4000000,25,183,69,59,63,72
Lewis Travis,73,80,5500000,24,183,63,69,59,69
Alessandro Diamanti,73,73,1000000,39,180,75,56,68,73
Angelo Stiller,73,79,4500000,21,183,79,66,56,72
Franco Fragapane,73,73,3000000,29,167,66,88,66,76
Jon Gorenc Stankovic,73,74,3200000,26,190,78,45,46,65
Marcos Antonio Silva Santos,73,81,7000000,22,168,57,84,65,77
Joshua Zirkzee,73,82,7000000,21,193,89,69,74,75
Junior Sambia,73,75,3500000,25,185,73,73,69,73
Bartosz Bereszynski,73,73,2700000,29,183,77,84,56,69
Ahmed Hassan,73,73,3000000,29,191,78,54,74,69
Munir Mohand Mohamedi,73,73,1000000,33,190,89,73,72,75
Jaime Seoane Valenciano,73,78,4400000,25,175,73,71,72,74
Stef Peeters,73,73,2900000,30,188,75,54,71,69
Daniel Bentley,73,75,2600000,28,188,72,77,66,73
Joe Bryan,73,73,2800000,28,173,75,76,63,68
Sven Michel,73,73,2600000,31,177,78,74,74,74
Birger Verstraete,73,74,2900000,28,174,71,65,61,71
Mahmut Tekdemir,73,73,1000000,34,178,68,51,59,69
Michel David Cruceiro Muscato,73,73,2500000,30,185,82,60,64,64
Phil Jones,73,73,2500000,30,185,71,37,50,55
Denys Popov,73,83,6500000,23,185,81,63,38,57
Simon Deli,73,73,2500000,30,192,86,69,46,63
Juan Cruz Álvaro Armada,73,73,2500000,29,180,79,73,40,64
José Artur de Lima Junior,73,75,3400000,26,181,70,62,51,70
Guto Ramón Costinho Ribeiro,73,73,1000000,34,179,77,62,37,61
Hörður Magnússon,73,74,2800000,29,191,84,69,50,61
Sven Kums,73,73,1400000,34,176,73,47,69,72
Manuel Agudo Durán,73,73,1200000,35,175,73,58,74,73
Facundo Torres,73,81,7000000,22,178,71,81,70,73
Gaëtan Charbonnier,73,73,1900000,33,188,80,31,75,72
Tomá Cvancara,73,80,6000000,21,190,79,74,71,69
Facundo Garcés,73,79,4400000,22,188,82,60,37,56
Peter Pekarík,73,73,925000,35,177,73,66,40,73
Javier García,73,73,350000,35,182,78,75,68,79
Wesley Saïd,73,73,3300000,27,171,72,74,73,76
Nicolás Júlio Formido Paiva,73,73,3600000,22,183,77,68,65,74
Ferdi Kadioglu,73,80,6000000,22,174,73,80,63,78
Amaral Alves Marcos Vinicius,73,73,3100000,28,196,90,73,73,63
Joseph Okumu,73,78,4000000,25,193,75,78,41,63
Sergi Gómez Solà,73,73,2500000,30,185,76,58,46,61
Aleix García Serrano,73,77,4200000,25,173,68,65,69,75
Benjamin Verbic,73,73,3100000,28,179,72,81,70,76
Charalampos Lykogiannis,73,73,2800000,28,190,87,82,68,67
Mathias Autret,73,73,2500000,31,179,71,63,70,73
Younès Belhanda,73,73,2400000,32,179,75,72,71,76
Patrick Pentz,73,78,3600000,25,182,81,71,69,75
Adrián Marín Gómez,73,76,3700000,25,181,73,72,48,69
Lucas Menossi,73,73,3000000,29,169,70,75,62,74
Lucas Villalba,73,73,2800000,27,177,73,80,58,71
Luca Orellano,73,81,7000000,22,177,66,90,70,78
Selim Amallah,73,76,4000000,25,186,81,68,75,74
Matt Grimes,73,74,3600000,26,179,70,62,59,71
Valentin Eysseric,73,73,2900000,30,181,73,65,70,75
Gastón Gómez,73,76,3100000,26,190,99,73,68,75
Carl Starfelt,73,76,3500000,27,185,81,73,31,68
Vítor Manuel Carvalho Oliveira,73,84,7000000,22,183,74,75,72,71
Sebastian Polter,73,73,2600000,31,192,94,70,72,61
Braian Samudio,73,74,3600000,26,180,80,81,70,74
Yari Verschaeren,73,82,6500000,20,172,63,71,67,79
Jordan Torunarigha,73,78,4200000,24,191,80,85,34,65
Iñigo Córdoba Kerejeta,73,75,3800000,25,180,76,81,71,76
Karlan Grant,73,76,4200000,24,182,70,86,73,72
Juan Álvarez,73,73,3300000,26,176,72,79,67,74
Julio Alberto Barroso,73,73,550000,37,175,71,64,56,61
László Bénes,73,77,4300000,24,181,72,60,70,74
Vincent Janssen,73,73,3100000,28,184,89,75,71,68
Gaël Clichy,73,73,675000,36,176,65,72,43,73
Callum O'Hare,73,80,6000000,24,173,65,81,58,77
Ignatius Ganago,73,75,4000000,23,179,82,81,73,73
Pathé Ciss,73,73,2700000,28,185,71,63,56,62
Paolo Goltz,73,73,550000,37,184,82,54,55,58
Deniz Türüç,73,73,3000000,29,177,75,74,71,74
Samuel Portugal Lima,73,76,2800000,28,188,80,74,67,78
Hamza Choudhury,73,76,3800000,24,178,64,63,45,66
Francisco L. Lima Silva Machado,73,73,3300000,26,174,68,71,70,75
Fabián Orellana,73,73,1000000,36,168,65,72,68,79
Óscar Plano Pedreño,73,73,2500000,31,180,75,85,69,72
Rubén Sobrino Pozuelo,73,73,3000000,30,185,73,77,73,74
Salih Uçan,73,73,3000000,28,182,80,60,69,75
Adonis Frías,73,79,4400000,24,180,77,69,37,66
Hillal Soudani,73,73,1400000,34,182,75,74,72,74
Thomas Mangani,73,73,850000,35,183,79,40,69,69
Emiliano Insua,73,73,1500000,33,180,79,65,59,68
Thomas Kaminski,73,74,2300000,29,188,70,72,75,74
Sonny Kittel,73,73,3000000,29,179,76,76,70,75
Arnaud Nordin,73,78,4600000,24,170,69,83,69,75
Sondre Tronstad,73,74,3600000,26,174,70,69,64,72
Loïs Diony,73,73,3000000,29,183,82,71,74,71
Matteo Lovato,73,82,6500000,22,188,78,70,30,60
Loïc Badé,73,81,6500000,22,191,89,57,33,62
Manuel Morlanes Ariño,73,80,5500000,23,178,75,68,64,73
Danijel Aleksic,73,73,2500000,31,182,75,68,75,75
Wuilker Faríñez,73,78,3700000,24,180,77,74,70,76
Isaiah Jones,73,78,4300000,23,176,71,85,55,73
Yassine Benrahou,73,81,7000000,23,170,68,75,67,79
Matías Rojas,73,73,3300000,26,186,78,73,72,75
Aderllan de Jesus Santos,73,73,1500000,33,193,86,61,52,52
Lucas Eduardo dos Santos João,73,73,3100000,28,193,80,69,73,72
José Corpas Serna,73,73,2900000,30,178,72,90,67,73
Christian Burgess,73,73,2500000,30,196,84,44,34,50
Aster Vranckx,73,82,6500000,19,183,78,63,65,77
Deyovaisio Zeefuik,73,78,4300000,24,177,76,82,41,69
Lucas Höler,73,73,3300000,27,184,83,71,73,62
Ryan Yates,73,79,4400000,24,190,77,65,59,64
Pavao Pervan,73,73,525000,34,194,92,72,73,75
Daniel Heuer Fernandes,73,73,2100000,29,188,81,74,69,75
Rodrigo Echeverría,73,74,3100000,27,180,77,75,61,70
Manolis Siopis,73,73,2700000,28,171,67,74,45,70
Rabbi Matondo,73,82,7000000,21,175,66,92,70,74
Mattia Valoti,73,73,3000000,28,181,76,62,70,75
Tom Heaton,73,73,350000,36,188,85,71,73,73
Domagoj Bradaric,73,79,4600000,22,178,69,78,55,73
Juan Manuel García,73,73,3000000,29,183,82,78,72,67
Tobias Sippel,73,73,525000,34,183,80,74,69,77
David Pereira Da Costa,73,81,7000000,21,168,64,72,65,80
Vanja Milinkovic-Savic,73,77,3300000,25,202,90,73,71,73
Jeremy Toljan,73,73,2900000,27,182,74,86,42,69
Loïc Lapoussin,73,74,3600000,26,181,70,76,63,74
Ilan Kebbal,73,79,4800000,23,169,60,77,66,79
Etienne Green,73,81,6000000,21,192,78,72,71,75
Ali Gholizadeh,73,74,3600000,26,176,69,76,68,76
Andrés Andrade,73,73,1900000,33,177,77,77,73,75
Cristian Cásseres Jr,73,81,6500000,22,175,68,77,58,73
Andrea Conti,73,73,2800000,28,184,76,74,58,72
Miha Blaic,73,74,2800000,29,185,81,61,34,47
Rodrigo Sánchez Rodríguez,73,84,7000000,22,168,62,71,71,76
Jack Stacey,73,75,3500000,26,178,62,73,55,70
Lúcio Anselmo Calegario Pitta,73,73,2900000,30,169,69,75,65,70
Admir Mehmedi,73,73,2500000,31,183,78,66,74,77
Helibelton Palacios,73,73,2700000,29,181,76,79,35,61
Adrián Arregui,73,73,3000000,29,175,74,72,67,71
Gianluca Lapadula,73,73,2500000,32,178,69,76,72,74
Marcel Schuhen,73,73,2100000,29,188,85,74,69,76
Robin Quaison,73,73,3100000,28,183,78,71,72,75
Paul Dummett,73,73,2600000,30,183,82,62,40,67
Tomás Guidara,73,76,3700000,26,173,70,81,41,67
Fabio Depaoli,73,76,3700000,25,182,71,73,53,72
Sergio León Limones,73,73,1900000,33,178,73,76,74,74
Gustavo H. Vernes,73,74,2800000,29,196,89,54,34,57
Daley Sinkgraven,73,74,3300000,26,179,70,74,60,76
Sean Johnson,73,73,1000000,33,190,98,73,67,76
Ibrahim ehic,73,73,1000000,33,190,79,69,72,73
Ivo Tiago Santos Rodrigues,73,73,3200000,27,180,75,75,70,75
Tino Kadewere,73,74,3600000,26,183,71,75,74,74
Henry Onyekuru,73,76,4000000,25,175,70,91,70,75
Thiago Marcos Rolim Nascimento,73,73,3300000,26,169,67,79,69,73
Iván Sánchez Aguayo,73,73,3000000,29,171,64,75,69,78
Andreas Maxsø,73,73,2600000,28,191,87,50,45,54
David Jason Remeseiro Salgueiro,73,73,3200000,27,178,65,70,71,72
Christophe Hérelle,73,73,2500000,29,188,79,56,48,61
Barrie McKay,73,73,3200000,27,172,73,85,62,74
Darragh Lenihan,73,75,3100000,28,188,76,66,46,59
Hugo Goiteira Regalo,73,73,2500000,30,190,88,41,48,51
Elvis Rexhbeçaj,73,77,4300000,24,182,73,66,64,74
Alexander Callens,73,73,2500000,30,186,76,70,49,57
Caio Welson Chissano Dourado,73,73,1100000,34,173,74,75,39,70
Alejandro Francés Torrijo,73,82,6000000,19,180,70,74,35,62
Juan Ezequiel Cuevas,73,73,1400000,34,161,66,80,65,76
Giorgos Athanasiadis,73,74,2300000,29,190,88,72,72,75
Flavius Daniliuc,73,79,4400000,21,188,80,55,42,60
Paul Arriola,73,73,3200000,27,168,66,81,66,72
Steve Mounié,73,74,3600000,27,190,83,59,72,68
Gonzalo Escobar,73,76,3700000,25,171,70,82,49,69
Ulises Dávila,73,73,2500000,31,172,65,74,73,76
Pedro Mba Obiang Avomo,73,73,2500000,30,185,75,56,59,70
Silviu Lung,73,73,1000000,33,188,80,72,70,74
Dominique Heintz,73,74,2900000,28,188,89,54,37,58
Sebastiano Luperto,73,76,3600000,25,191,75,58,55,59
Adam Forshaw,73,73,2500000,30,174,71,61,61,74
Rúben Miguel Nunes Vezo,73,75,3100000,28,183,80,72,54,64
Xavi Simons,73,86,7000000,19,179,58,77,63,77
Moustapha Zeghba,73,73,1600000,31,190,90,70,71,76
Yira Sor,73,81,7000000,21,174,68,89,65,75
Christian Mathenia,73,73,2000000,30,190,89,75,68,77
João Miguel Macedo da Silva,73,77,3200000,27,190,78,77,68,76
José Ángel Pozo la Rosa,73,76,4000000,26,171,67,74,72,75
Mardial Sidney Cunha Sousa,73,73,3100000,22,183,77,74,41,53
Rhys Healey,73,74,3600000,27,180,72,76,75,71
Kamil Grosicki,73,73,1400000,34,180,78,86,68,73
Antonio Colak,73,73,3100000,28,188,81,71,74,67
Etrit Berisha,73,73,1000000,33,194,92,70,72,74
Eric Fernando Botteghin,73,73,1000000,34,193,89,30,35,50
Jayden Bogle,73,81,6500000,21,178,69,81,55,73
Fahd Moufi,73,76,3700000,26,177,77,74,39,68
Dino Hotic,73,74,3600000,26,168,69,76,70,73
Luis Mejía,73,73,1600000,31,193,81,73,69,75
Lucas Vieira de Souza,73,73,2000000,32,186,80,56,70,67
Stefan Frei,73,73,350000,36,191,88,72,69,73
Marcin Bulka,73,80,5500000,22,199,90,74,72,74
Jacek Góralski,73,73,2600000,29,172,66,69,46,67
Smail Prevljak,73,74,3600000,27,187,75,62,79,68
Carlos Daniel López Huesca,73,73,2500000,32,177,71,79,74,76
Felipe Carballo,73,78,4400000,25,177,73,69,67,72
Mike van der Hoorn,73,73,2500000,29,190,85,47,46,49
Mario Gavranovic,73,73,2500000,32,175,76,62,74,72
Marco Ilaimaharitra,73,74,3200000,26,177,80,68,61,68
Camilo Mayada,73,73,2200000,31,175,72,90,65,72
Paulson Otávio Junqueira Gonçalves,73,73,3000000,26,177,76,77,48,69
Nildo Enaldo Reisão Dinis,73,73,2900000,26,191,90,52,41,47
Óscar Mingueza García,73,81,6500000,23,184,75,76,35,64
Martín Campaña,73,73,1000000,33,186,70,71,73,73
Francisco Ortega,73,80,6000000,23,177,75,88,58,76
Daniel Iversen,73,78,3700000,24,193,80,73,72,75
Francisco Vélez Jiménez,73,73,2100000,31,182,79,54,37,64
Tomá Chorý,73,73,3300000,27,200,101,50,70,63
Ilaix Moriba,73,82,6500000,19,185,73,70,71,74
Rafael Rogério da Silva,73,74,3600000,26,183,82,76,73,75
Carlos Miguel Coronel,73,77,3300000,25,192,88,73,70,75
Jørgen Strand Larsen,73,82,7000000,22,193,86,77,72,67
Rúben Nascimento Vinagre,73,81,6500000,23,174,71,86,55,77
Mijat Gacinovic,73,74,3500000,27,175,71,75,60,78
Omar Marmoush,73,81,7000000,23,183,81,85,70,79
Martín Aguirregabiria,73,76,3700000,26,178,69,63,35,68
Frederico André Ferrão Venâncio,73,73,2500000,29,186,82,57,33,55
Takuma Asano,73,73,3200000,27,173,71,88,67,77
Mert Günok,73,73,1000000,33,196,92,72,73,70
Oliver Hüsing,73,73,2500000,29,193,92,52,33,50
José Cifuentes,73,80,5500000,23,173,70,71,61,73
Federico Bonazzoli,73,77,4300000,25,182,79,70,74,72
Jake Cooper,73,74,3100000,27,199,85,52,32,52
Nick Viergever,73,73,2000000,32,183,77,72,54,67
Maya Yoshida,73,73,1500000,33,189,90,52,41,63
Gerard Gumbau Garriga,73,74,3500000,27,187,77,55,67,68
Veton Berisha,73,73,3100000,28,175,75,83,72,71
Maxime Leverbe,73,76,3600000,25,188,77,66,42,61
Amath Ndiaye,73,74,3600000,25,173,70,91,68,75
Kevin Lasagna,73,73,3000000,29,186,80,87,71,72
Fernando Dos Santos Pedro,73,81,7000000,23,176,75,88,74,77
Juan Diego Molina Martínez,73,73,3100000,28,178,71,73,76,74
Nicolás Melamed Ribaudo,73,83,7000000,21,173,68,80,66,76
Kaan Ayhan,73,74,3100000,27,184,84,56,53,67
Alexandru Mitri?a,73,73,3200000,27,165,68,84,68,77
Juan Ferney Otero,73,73,3200000,27,181,74,91,73,75
Nicolai Boilesen,73,73,2500000,30,186,75,66,49,69
José Andrés Martínez,73,74,3100000,27,176,69,72,43,71
Aaron Long,73,73,2500000,29,185,79,78,39,62
Yasser Al Shahrani,73,73,2600000,30,170,64,84,54,71
Emmanuel Gigliotti,73,73,1300000,35,187,81,49,74,68
Juan Carlos Martín Corral,73,73,525000,34,186,85,72,73,73
Diego Biseswar,73,73,1400000,34,176,79,69,68,77
Dénes Dibusz,73,73,1600000,31,188,81,75,72,78
Milo Veljkovic,73,75,3300000,26,188,85,48,33,59
Frank Onyeka,73,78,4200000,24,183,70,81,57,70
Dimitris Giannoulis,73,74,3300000,26,178,71,81,42,71
Eduard Sobol,73,74,3200000,27,186,76,78,64,70
Julian Gressel,73,73,3100000,28,185,84,71,63,69
Janik Haberer,73,73,3000000,28,186,79,63,63,73
Souleyman Doumbia,73,76,3700000,25,175,64,85,43,71
Sargis Adamyan,73,73,3000000,29,184,78,80,73,76
Mickaël Malsa,73,76,4000000,26,178,69,71,62,72
Carlo Pinsoglio,73,73,1500000,32,194,85,74,72,76
Facundo Roncaglia,73,73,925000,35,179,76,64,53,63
Rémi Oudin,73,75,3800000,25,186,81,74,71,72
Dael Fry,73,79,4400000,24,191,72,64,29,59
Kieffer Moore,73,73,3000000,29,196,83,70,70,67
Rodrigo Cunha Pereira de Pinho,73,73,2600000,31,186,80,65,77,73
Ermedin Demirovic,73,78,4700000,24,185,76,73,73,71
Oleksandr Karavaev,73,73,2900000,30,175,71,79,55,71
Marcus Vincius Oliveira Alencar,73,86,7000000,19,174,77,81,62,75
Felipe Pardo,73,73,2500000,31,178,81,75,72,75
José Antonio Morente Oliva,73,76,4000000,25,184,78,78,71,73
Oier Zarraga Egaña,73,80,6000000,23,175,76,77,65,75
Osmar Ibañez Barba,73,73,1000000,34,192,86,37,60,58
Benjamin Stambouli,73,73,2100000,31,180,82,50,49,68
Marcus Danielson,73,73,1500000,33,192,80,47,37,56
Luís Rafael Soares Alves,73,73,2900000,27,177,72,74,62,71
Claudiano Vair Paes Neto,73,73,1400000,34,175,75,79,63,74
Charles Kaboré,73,73,1000000,34,183,78,67,52,66
Wilson Bruno Naval Costa Eduardo,73,73,2600000,31,179,77,77,75,74
Rob Schoofs,73,73,3000000,28,179,69,59,66,73
Louis Schaub,73,74,3500000,27,177,72,59,67,77
Tom Lawrence,73,73,3100000,28,180,75,74,75,73
Tolga Cigerci,73,73,2500000,30,185,85,68,65,68
Papy Djilobodji,73,73,1500000,33,193,82,58,47,57
Harvey Elliott,73,87,7000000,19,170,67,78,62,78
Ridvan Yilmaz,73,82,6500000,21,174,60,85,50,73
Jarlan Barrera,73,74,3600000,26,172,75,73,65,75
Gaston Brugman,73,73,3000000,29,175,66,73,65,75
Emanuel Breno Teixeira Rocha,73,73,550000,38,180,81,66,36,54
Lazar Markovic,73,73,3100000,28,175,65,83,65,78
Eloy Room,73,73,1000000,33,188,81,74,69,75
Gianluca Busio,73,86,7500000,20,170,61,67,66,75
Rasmus Lauritsen,73,75,3300000,26,189,78,60,41,53
Matthias Bader,73,75,3500000,25,176,73,79,34,70
Lorenzo Melgarejo,73,73,2600000,31,178,75,85,72,76
Jaroslav Zelený,73,73,2700000,29,190,83,74,61,70
Ola Toivonen,73,73,1200000,35,192,78,37,77,71
Carles Aleñá Castillo,73,79,4800000,24,180,73,68,67,73
Óscar Estupiñán,73,76,4099999,25,182,87,71,72,69
Enzo Diogo Merques Gomes,73,73,3000000,26,187,76,72,64,73
Marlion Gustavo Simões Paiva,73,73,2600000,30,180,75,85,56,70
M'Baye Niang,73,74,3600000,27,184,75,74,75,71
Rodolfo Dilson Pitta Fonseca,73,73,3600000,22,179,77,51,75,64
Kemar Roofe,73,73,3000000,29,178,65,79,75,72
Nabil Bentaleb,73,74,3100000,27,187,78,54,71,78
Jan Sýkora,73,73,3100000,28,171,64,81,69,74
